ID,Project Title,Requirements,Domain,Complexity Level,Description
127,Weather Forecasting Application Development,Vue.js,Weather,Intermediate,Prediction of the weather through application of the principles of physics and meteorology
127,Weather Forecasting Application Development,Node.js,Weather,Intermediate,Prediction of the weather through application of the principles of physics and meteorology
127,Weather Forecasting Application Development,Python,Weather,Intermediate,Prediction of the weather through application of the principles of physics and meteorology
127,Weather Forecasting Application Development,REST API,Weather,Intermediate,Prediction of the weather through application of the principles of physics and meteorology
127,Weather Forecasting Application Development,"Integration with Weather APIs (e.g. OpenWeatherMap, AccuWeather)",Weather,Intermediate,Prediction of the weather through application of the principles of physics and meteorology
128,Chatbot Development,Python,Artificial Intelligence,Intermediate,"a computer program that uses artificial intelligence (AI) and natural language processing (NLP) to understand customer questions and automate responses to them, simulating human conversation"
128,Chatbot Development,NLTK,Artificial Intelligence,Intermediate,"a computer program that uses artificial intelligence (AI) and natural language processing (NLP) to understand customer questions and automate responses to them, simulating human conversation"
128,Chatbot Development,Dialogflow,Artificial Intelligence,Intermediate,"a computer program that uses artificial intelligence (AI) and natural language processing (NLP) to understand customer questions and automate responses to them, simulating human conversation"
128,Chatbot Development,IBM Watson,Artificial Intelligence,Intermediate,"a computer program that uses artificial intelligence (AI) and natural language processing (NLP) to understand customer questions and automate responses to them, simulating human conversation"
129,Online Fitness Training Platform,HTML,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,CSS,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,JavaScript,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,PHP,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,Python,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,MySQL,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,MongoDB,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,REST API,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
129,Online Fitness Training Platform,Fitness Tracking API Integration,Health and Fitness,Intermediate,enables you to work virtually with a fitness professional to help you reach your fitness goals
130,Job Search and Recruitment Platform Development,HTML,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,CSS,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,JavaScript,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,PHP,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,Python,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,MySQL,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,MongoDB,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,REST API,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
130,Job Search and Recruitment Platform Development,Payment Gateway Integration,Recruitment,Advanced,market your jobs and your company so that you can attract candidates and convert them into applicants and new hires
131,Online Legal Services Marketplace,HTML,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,CSS,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,JavaScript,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,PHP,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,Python,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,MySQL,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,MongoDB,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,REST API,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
131,Online Legal Services Marketplace,Payment Gateway Integration,Legal Services,Advanced,an online platform that makes it easier to secure legal talent and hire professionals on a temporary or permanent basis for your needs.
132,E-commerce Marketplace for Second-hand Goods,HTML,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,CSS,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,JavaScript,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,PHP,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,Python,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,MySQL,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,MongoDB,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,REST API,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
132,E-commerce Marketplace for Second-hand Goods,Payment Gateway Integration,Marketplace,Advanced,"previously used devices, sold for less than the retail price"
133,Online Mental Health Support Platform,HTML,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
133,Online Mental Health Support Platform,CSS,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
133,Online Mental Health Support Platform,JavaScript,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
133,Online Mental Health Support Platform,PHP,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
133,Online Mental Health Support Platform,Python,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
133,Online Mental Health Support Platform,MySQL,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
133,Online Mental Health Support Platform,MongoDB,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
133,Online Mental Health Support Platform,REST API,Mental Health,Advanced,help in managing stress in your daily life by letting you keep track of stress levels. They also suggest techniques to cope with your stress and anxiety
134,Social Network for Freelancers and Clients,HTML,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,CSS,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,JavaScript,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,PHP,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,Python,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,MySQL,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,MongoDB,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,REST API,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
134,Social Network for Freelancers and Clients,Payment Gateway Integration,Freelance,Advanced,a marketplace where employers and employees are able to find each other. The site allows employers to post work for site members who place bids in a competitive tender process
136,Online Language Exchange Platform,HTML,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
136,Online Language Exchange Platform,CSS,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
136,Online Language Exchange Platform,JavaScript,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
136,Online Language Exchange Platform,PHP,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
136,Online Language Exchange Platform,Python,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
136,Online Language Exchange Platform,MySQL,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
136,Online Language Exchange Platform,MongoDB,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
136,Online Language Exchange Platform,REST API,Language,Intermediate,learn your preferred language and teach the language you're fluent in through online meetings
137,Online Gift and Flower Delivery Service,HTML,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,CSS,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,JavaScript,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,PHP,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,Python,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,MySQL,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,MongoDB,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,REST API,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
137,Online Gift and Flower Delivery Service,Payment Gateway Integration,Gift and Flowers,Advanced,"allow consumers to browse online catalogues of flowers. They are often delivered to a third party, the recipient of the gift"
138,Online Bookstore and Reading Recommendation System,HTML,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
138,Online Bookstore and Reading Recommendation System,CSS,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
138,Online Bookstore and Reading Recommendation System,JavaScript,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
138,Online Bookstore and Reading Recommendation System,PHP,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
138,Online Bookstore and Reading Recommendation System,Python,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
138,Online Bookstore and Reading Recommendation System,MySQL,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
138,Online Bookstore and Reading Recommendation System,MongoDB,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
138,Online Bookstore and Reading Recommendation System,REST API,Books and Literature,Intermediate,suggests similar items to a purchaser based on his/her earlier purchases or preferences.
139,Online Course Marketplace,HTML,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,CSS,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,JavaScript,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,PHP,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,Python,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,MySQL,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,MongoDB,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,REST API,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
139,Online Course Marketplace,Payment Gateway Integration,Education,Advanced,"offers you access to its pre-existing customer base and gives you a head start with marketing, usually at the cost of a percentage of your sales"
140,Online Movie and TV Show Streaming Platform,HTML,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
140,Online Movie and TV Show Streaming Platform,CSS,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
140,Online Movie and TV Show Streaming Platform,JavaScript,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
140,Online Movie and TV Show Streaming Platform,PHP,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
140,Online Movie and TV Show Streaming Platform,Python,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
140,Online Movie and TV Show Streaming Platform,MySQL,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
140,Online Movie and TV Show Streaming Platform,MongoDB,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
140,Online Movie and TV Show Streaming Platform,REST API,Entertainment,Advanced,"an on-demand online entertainment source for TV shows, movies and other streaming media"
141,Online Beauty and Personal Care Marketplace,HTML,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,CSS,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,JavaScript,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,PHP,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,Python,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,MySQL,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,MongoDB,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,REST API,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
141,Online Beauty and Personal Care Marketplace,Payment Gateway Integration,Beauty and Personal Care,Advanced,"the buying and selling of beauty and personal care products through digital channels such as websites, mobile apps, and social media platforms"
142,Online Language Interpretation and Translation Tool,HTML,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
142,Online Language Interpretation and Translation Tool,CSS,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
142,Online Language Interpretation and Translation Tool,JavaScript,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
142,Online Language Interpretation and Translation Tool,PHP,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
142,Online Language Interpretation and Translation Tool,Python,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
142,Online Language Interpretation and Translation Tool,MySQL,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
142,Online Language Interpretation and Translation Tool,MongoDB,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
142,Online Language Interpretation and Translation Tool,REST API,Translation,Advanced,"convert written material from one or more 'source languages' into the 'target language', making sure that the translated version conveys the meaning of the original as clearly as possible"
143,Online Graphic Design Marketplace,HTML,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,CSS,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,JavaScript,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,PHP,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,Python,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,MySQL,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,MongoDB,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,REST API,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
143,Online Graphic Design Marketplace,Payment Gateway Integration,Art and Design,Advanced,"defining requirements, visualizing and creating graphics including illustrations, logos, layouts and photos."
144,Online Coupon and Discount Aggregator,HTML,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
144,Online Coupon and Discount Aggregator,CSS,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
144,Online Coupon and Discount Aggregator,JavaScript,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
144,Online Coupon and Discount Aggregator,PHP,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
144,Online Coupon and Discount Aggregator,Python,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
144,Online Coupon and Discount Aggregator,MySQL,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
144,Online Coupon and Discount Aggregator,MongoDB,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
144,Online Coupon and Discount Aggregator,REST API,Retail,Intermediate,"discounts, offers and promotions offered by an online store to current or prospective customers"
145,Online Childcare and Babysitting Service,HTML,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,CSS,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,JavaScript,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,PHP,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,Python,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,MySQL,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,MongoDB,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,REST API,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
145,Online Childcare and Babysitting Service,Payment Gateway Integration,Childcare,,entertains a child with appropriate activities via video calls when in-person babysitting isn't an option
146,Online Pet Adoption and Care Platform,HTML,Pets and Animals,Advanced,buy & sell your favorite animal online
146,Online Pet Adoption and Care Platform,CSS,Pets and Animals,Advanced,buy & sell your favorite animal online
146,Online Pet Adoption and Care Platform,JavaScript,Pets and Animals,Advanced,buy & sell your favorite animal online
146,Online Pet Adoption and Care Platform,PHP,Pets and Animals,Advanced,buy & sell your favorite animal online
146,Online Pet Adoption and Care Platform,Python,Pets and Animals,Advanced,buy & sell your favorite animal online
146,Online Pet Adoption and Care Platform,MySQL,Pets and Animals,Advanced,buy & sell your favorite animal online
146,Online Pet Adoption and Care Platform,MongoDB,Pets and Animals,Advanced,buy & sell your favorite animal online
146,Online Pet Adoption and Care Platform,REST API,Pets and Animals,Advanced,buy & sell your favorite animal online
147,Online Recipe and Meal Planning Platform,HTML,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
147,Online Recipe and Meal Planning Platform,CSS,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
147,Online Recipe and Meal Planning Platform,JavaScript,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
147,Online Recipe and Meal Planning Platform,PHP,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
147,Online Recipe and Meal Planning Platform,Python,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
147,Online Recipe and Meal Planning Platform,MySQL,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
147,Online Recipe and Meal Planning Platform,MongoDB,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
147,Online Recipe and Meal Planning Platform,REST API,Food and Cooking,Intermediate,"increased food variety, better adherence to nutrition guidelines, and successful weight management"
148,Online Personal Finance Management Platform,HTML,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
148,Online Personal Finance Management Platform,CSS,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
148,Online Personal Finance Management Platform,JavaScript,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
148,Online Personal Finance Management Platform,PHP,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
148,Online Personal Finance Management Platform,Python,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
148,Online Personal Finance Management Platform,MySQL,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
148,Online Personal Finance Management Platform,MongoDB,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
148,Online Personal Finance Management Platform,REST API,Finance,Advanced,software that helps users manage their money. lets users categorize transactions and add accounts from multiple institutions into a single view. includes data visualizations
149,Online Interior Design and Home Decor Service,HTML,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,CSS,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,JavaScript,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,PHP,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,Python,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,MySQL,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,MongoDB,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,REST API,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
149,Online Interior Design and Home Decor Service,Payment Gateway Integration,Home Decor,Advanced,"meet with clients, answer questions about interior design for their home or commercial building, and use design software or rendering applications to develop project ideas for client spaces online"
150,Online Volunteer Management System,HTML,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
150,Online Volunteer Management System,CSS,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
150,Online Volunteer Management System,JavaScript,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
150,Online Volunteer Management System,PHP,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
150,Online Volunteer Management System,Python,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
150,Online Volunteer Management System,MySQL,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
150,Online Volunteer Management System,MongoDB,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
150,Online Volunteer Management System,REST API,Non-profit,Intermediate,"helps effective volunteer management. The systems support the recruitment of volunteers, communicate and co-ordinate with volunteers, work out a schedule for volunteers"
151,Online Task Management and Collaboration Tool,HTML,Productivity,Intermediate,allows people to work together remotely over the internet
151,Online Task Management and Collaboration Tool,CSS,Productivity,Intermediate,allows people to work together remotely over the internet
151,Online Task Management and Collaboration Tool,JavaScript,Productivity,Intermediate,allows people to work together remotely over the internet
151,Online Task Management and Collaboration Tool,PHP,Productivity,Intermediate,allows people to work together remotely over the internet
151,Online Task Management and Collaboration Tool,Python,Productivity,Intermediate,allows people to work together remotely over the internet
151,Online Task Management and Collaboration Tool,MySQL,Productivity,Intermediate,allows people to work together remotely over the internet
151,Online Task Management and Collaboration Tool,MongoDB,Productivity,Intermediate,allows people to work together remotely over the internet
151,Online Task Management and Collaboration Tool,REST API,Productivity,Intermediate,allows people to work together remotely over the internet
152,Online Music Streaming Platform,HTML,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
152,Online Music Streaming Platform,CSS,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
152,Online Music Streaming Platform,JavaScript,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
152,Online Music Streaming Platform,PHP,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
152,Online Music Streaming Platform,Python,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
152,Online Music Streaming Platform,MySQL,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
152,Online Music Streaming Platform,MongoDB,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
152,Online Music Streaming Platform,REST API,Music,Advanced,"a type of streaming media service that focuses primarily on music, and sometimes other forms of digital audio content such as podcasts"
153,Online Personal Styling and Fashion Service,HTML,Fashion,Advanced,"helps clients define their “personal style.” Stylists accomplish this goal by selecting clothing and accessories that flatter the client, fit their budget, and suit their tastes"
153,Online Personal Styling and Fashion Service,CSS,Fashion,Advanced,"helps clients define their “personal style.” Stylists accomplish this goal by selecting clothing and accessories that flatter the client, fit their budget, and suit their tastes"
